,Make,Brændstoftype,Gearkasse,Model,Kilometer,Årgang,Hestekræfter,Antal døre,Antal gear,Km/l,0 - 100 km/t,Tophastighed,Vægt,Grøn Ejerafgift,Nypris,Pris
16353,Fiat,Benzin,Manuel,500C,17000,2017,80,2,5,26.3,11.0,171.0,945.0,660.0,196883.0,134900
9967,Volvo,Diesel,Automatisk,XC60,47000,2017,190,5,8,19.2,8.4,205.0,1.736,4.68,810013.0,4195
14070,Audi,Diesel,Automatisk,A6,74000,2017,218,4,7,22.7,7.1,245.0,1.77,3.02,590040.0,384900
14069,Audi,Diesel,Automatisk,A6,74000,2017,218,4,7,22.7,7.1,245.0,1.77,3.02,590040.0,1695
553,Seat,Diesel,Automatisk,Leon,83000,2017,150,5,6,22.2,8.6,211.0,1.288,3.88,311900.0,194900
6174,Opel,Benzin,Manuel,Karl,37000,2017,75,5,5,22.7,13.9,170.0,839.0,660.0,130144.0,92900
10521,BMW,Benzin,Automatisk,530i,97000,2017,252,4,8,18.2,6.2,250.0,1.515,1.28,705200.0,449900
16461,Peugeot,Benzin,Manuel,108,119000,2017,69,5,5,26.3,14.3,157.0,960.0,660.0,115990.0,69900
14020,VW,Diesel,Manuel,Sharan,117000,2017,184,5,6,18.9,8.9,215.0,1.8,4.68,592498.0,349995
4873,Mazda,Diesel,Manuel,CX-5,63000,2017,150,5,6,20.0,9.4,204.0,1.535,4.68,354249.0,259700
4872,Mazda,Diesel,Automatisk,6,48000,2017,175,5,6,20.4,8.6,215.0,1.505,5.18,414893.0,299900
16442,VW,Diesel,Automatisk,Passat,178000,2017,150,5,6,22.2,8.9,216.0,1.541,3.88,451998.0,184900
16447,Audi,Benzin,Automatisk,RS6,68000,2017,605,5,8,10.4,3.7,305.0,2.025,6.82,2040593.0,5000
16339,Skoda,Diesel,Automatisk,Superb,192000,2017,150,5,6,22.2,8.9,218.0,1.4,3.88,436000.0,169900
2631,Toyota,Benzin,Automatisk,C-HR,72000,2017,122,5,1,25.6,11.0,170.0,1.525,660.0,339985.0,209800
13867,Audi,Diesel,Automatisk,Q5,92000,2017,190,5,7,20.4,7.9,218.0,1.745,4.68,653810.0,469800
9965,Mercedes,Diesel,Automatisk,E220,81000,2017,194,4,9,25.0,7.3,240.0,1.68,3.26,624083.0,3544
943,Mercedes,Benzin,Automatisk,A200,44000,2017,156,5,7,18.5,7.8,224.0,1.295,1.28,484590.0,1598
4867,Peugeot,Benzin,Manuel,2008,35000,2017,82,5,5,20.4,13.5,169.0,1.215,1.16,224990.0,143000
14058,Volvo,Diesel,Manuel,XC60,33000,2017,150,5,6,22.2,10.0,190.0,1.604,3.88,545585.0,349900
16457,Volvo,Diesel,Automatisk,XC60,80000,2017,190,5,8,21.3,8.1,210.0,1.628,3.88,664985.0,3596
16381,BMW,Benzin,Automatisk,530i,36000,2017,252,5,8,15.4,6.3,250.0,1.615,3.02,826700.0,4795
14056,Audi,Benzin,Automatisk,SQ5,24000,2017,354,5,8,12.0,5.4,250.0,1.945,4.96,938615.0,4995
9964,Mercedes,Diesel,Automatisk,E220,81000,2017,194,4,9,25.0,7.3,240.0,1.68,3.26,624083.0,238000
5713,Volvo,Diesel,Manuel,XC60,147000,2017,190,5,6,22.2,8.1,210.0,1.604,3.88,623585.0,1495
2296,VW,Diesel,Manuel,Golf,52000,2017,115,5,5,24.4,10.2,198.0,1.301,3.52,253173.0,179900
13464,Audi,Benzin,Manuel,A3,54000,2017,116,2,6,18.2,10.3,203.0,1.33,1.28,335991.0,4400
13463,Audi,Benzin,Manuel,A3,54000,2017,116,2,6,18.2,10.3,203.0,1.33,1.28,335991.0,278900
10708,Audi,Benzin,Automatisk,A3,44000,2017,204,5,6,33.8,7.6,222.0,1.515,660.0,481788.0,289900
9182,Mazda,Benzin,Automatisk,6,87000,2017,192,4,6,15.9,7.8,223.0,1.435,3.02,385193.0,249900
499,Citroën,Benzin,Manuel,C1,35000,2017,82,5,5,23.3,11.0,170.0,865.0,660.0,89992.0,69900
6571,Peugeot,Diesel,Manuel,2008,89000,2017,100,5,5,28.6,11.3,183.0,1.33,1.22,179990.0,119900
13448,Renault,Diesel,Manuel,Captur,49000,2017,90,5,5,27.0,13.1,171.0,1.175,3.26,241900.0,149900
10710,Dacia,Diesel,Manuel,Lodgy,95000,2017,90,5,5,25.0,12.4,169.0,1.28,2.18,173913.0,119900
6574,Opel,Diesel,Manuel,Astra,194000,2017,110,5,6,29.4,11.0,195.0,1.275,1.22,225035.0,99800
6577,Dacia,Benzin,Manuel,Sandero,27000,2017,90,5,5,19.6,11.1,168.0,1.115,1.28,144454.0,99900
13442,BMW,Diesel,Automatisk,X5,63000,2017,258,5,8,16.9,6.9,230.0,2.045,6.88,1110195.0,3643
10711,Audi,Benzin,Automatisk,A3,32000,2017,204,5,6,33.8,7.6,222.0,1.515,860.0,481788.0,299900
4630,Volvo,Diesel,Automatisk,XC60,78000,2017,235,5,8,18.2,7.2,220.0,1.779,6.04,865013.0,4895
13431,Peugeot,Diesel,Manuel,5008,64000,2017,120,5,6,25.0,11.4,182.0,1.579,3.26,339989.0,279900
493,Peugeot,Benzin,Manuel,2008,33000,2017,82,5,5,20.4,13.5,169.0,1.215,1.16,194990.0,136000
9826,Seat,Benzin,Automatisk,Ateca,29000,2017,150,5,7,18.2,8.6,198.0,1.264,1.28,401900.0,314700
9825,Ford,Diesel,Automatisk,Focus,58000,2017,150,5,6,22.7,9.7,205.0,1.655,3.52,349478.0,199900
13425,Audi,Benzin,Automatisk,A6,61000,2017,190,5,7,16.9,8.2,226.0,1.71,1.88,606160.0,374900
13424,Audi,Benzin,Automatisk,A6,61000,2017,190,5,7,16.9,8.2,226.0,1.71,1.88,606160.0,1495
9824,Seat,Diesel,Automatisk,Ateca,98000,2017,190,5,7,18.2,7.0,212.0,1.51,5.54,501900.0,316700
13420,Renault,Diesel,Manuel,Captur,76000,2017,90,5,5,27.8,13.1,171.0,1.145,2.18,202420.0,119900
13419,Kia,Benzin,Manuel,Picanto,89000,2017,67,5,5,25.6,14.3,161.0,830.0,660.0,114999.0,69900
13414,Volvo,Diesel,Manuel,V60,126000,2017,190,5,6,25.0,7.7,225.0,1.482,2.18,552000.0,234900
18763,BMW,Diesel,Manuel,520d,57000,2017,190,5,6,22.2,8.0,230.0,1.63,3.88,428942.0,369900
13409,Audi,Benzin,Automatisk,A3,17000,2017,204,5,6,33.8,7.6,222.0,1.515,660.0,481788.0,329900
2257,Hyundai,Benzin,Manuel,i10,30000,2017,66,5,5,25.0,14.9,155.0,973.0,660.0,115716.0,79900
16799,Mercedes,Diesel,Automatisk,GLC220,166000,2017,170,5,9,20.0,8.3,210.0,1.845,4.68,415377.0,319900
13467,Skoda,Diesel,Manuel,Superb,139000,2017,150,5,6,24.4,8.9,218.0,1.405,3.02,418000.0,199800
6538,Citroën,Diesel,Manuel,Grand,177000,2017,120,5,6,25.0,13.6,189.0,1.625,2.18,199789.0,94800
13521,Audi,Diesel,Automatisk,A6,58000,2017,218,5,7,21.7,7.3,237.0,1.835,3.88,628620.0,384900
13520,Audi,Diesel,Automatisk,A6,58000,2017,218,5,7,21.7,7.3,237.0,1.835,3.88,628620.0,1795
19451,VW,Benzin,Manuel,Polo,57000,2017,95,5,5,23.8,10.5,191.0,1.111,660.0,168864.0,134900
19452,Toyota,Diesel,Manuel,ProAce,13000,2017,120,5,6,18.9,13.3,169.0,1.835,4.68,238441.0,2294
13513,Skoda,Benzin,Manuel,Fabia,106000,2017,90,5,5,21.3,11.0,185.0,1.033,660.0,171820.0,119900
6514,Peugeot,Diesel,Manuel,308,62600,2017,120,5,6,31.3,10.1,194.0,1.275,1.22,270990.0,154500
13507,Opel,Diesel,Automatisk,Astra,126000,2017,136,5,6,21.7,10.1,200.0,1.503,3.88,290621.0,154900
13506,Peugeot,Benzin,Manuel,3008,94000,2017,130,5,6,20.0,10.6,188.0,1.446,660.0,291988.0,194700
9351,Mini,Diesel,Manuel,Clubman,43000,2017,150,6,6,24.4,8.4,212.0,1.295,3.02,296827.0,229500
2668,VW,Benzin,Automatisk,Passat,82000,2017,218,5,6,30.1,7.6,225.0,1.635,920.0,537688.0,289900
13502,Renault,Diesel,Manuel,Clio,136000,2017,90,5,5,31.3,12.0,180.0,1.065,1.22,132739.0,69800
10684,VW,Benzin,Automatisk,Golf,28000,2017,125,5,7,19.2,9.5,205.0,1.338,1.28,274645.0,219800
9361,Skoda,Benzin,Manuel,Fabia,38000,2017,110,5,6,20.8,9.6,199.0,1.053,660.0,185999.0,134900
16776,Volvo,Benzin,Manuel,V40,47000,2017,122,5,6,18.2,9.8,190.0,1.331,1.28,342000.0,199000
10690,Seat,Benzin,Manuel,Ibiza,105000,2017,192,3,6,16.1,6.7,235.0,1.16,2.52,209526.0,154900
13489,Mini,Benzin,Automatisk,Cooper,15000,2017,136,3,6,22.9,7.8,210.0,1.09,660.0,269825.0,249900
19454,BMW,Diesel,Manuel,320d,175000,2017,190,4,6,25.0,7.3,235.0,1.405,2.18,451595.0,179900
16784,Skoda,Diesel,Automatisk,Octavia,154000,2017,150,5,6,22.7,8.7,213.0,1.458,3.02,332890.0,164999
2669,Opel,Benzin,Manuel,Karl,59000,2017,75,5,5,24.4,13.9,170.0,939.0,660.0,106922.0,79900
19456,Toyota,Diesel,Manuel,ProAce,17000,2017,120,5,6,18.9,13.3,169.0,1.835,4.68,238441.0,2295
19457,Toyota,Diesel,Manuel,ProAce,17000,2017,120,5,6,18.9,13.3,169.0,1.835,4.68,238441.0,139900
6528,Peugeot,Diesel,Manuel,308,51000,2017,120,5,6,32.3,9.7,196.0,1.16,260.0,256990.0,132900
6531,Peugeot,Diesel,Manuel,2008,129000,2017,100,5,5,28.6,11.3,183.0,1.33,1.22,199992.0,119900
18779,VW,Diesel,Automatisk,Passat,97000,2017,190,5,6,21.7,7.9,233.0,1.581,3.88,518838.0,289900
6536,Kia,Diesel,Manuel,Ceed,65000,2017,136,5,6,25.6,10.5,194.0,1.332,2.18,248225.0,168800
13469,Ford,Diesel,Automatisk,Galaxy,131000,2017,150,5,6,19.2,10.9,192.0,1.66,4.68,546625.0,269900
10687,Toyota,Diesel,Manuel,Sportsvan,47000,2017,112,5,6,22.2,12.7,185.0,1.635,3.88,212773.0,109800
16839,BMW,Diesel,Automatisk,520d,106000,2017,190,5,8,23.3,7.8,225.0,1.635,3.02,447962.0,329900
13403,Seat,Diesel,Manuel,Ateca,89000,2017,115,5,6,23.3,10.5,184.0,1.275,3.02,221551.0,154900
10717,Hyundai,Benzin,Automatisk,Ioniq,43000,2017,141,5,6,29.4,10.8,185.0,1.345,920.0,260691.0,179990
3661,Kia,Benzin,Manuel,Rio,75000,2017,100,5,5,24.4,10.7,188.0,1.042,1.08,159999.0,114900
13299,BMW,Benzin,Automatisk,530e,58000,2017,252,4,8,30.0,6.2,235.0,1.77,920.0,783915.0,469900
13298,BMW,Benzin,Automatisk,530e,58000,2017,252,4,8,30.0,6.2,235.0,1.77,920.0,783915.0,5051
8961,Opel,Benzin,Manuel,Astra,83000,2017,150,5,6,20.4,8.9,215.0,1.437,660.0,241196.0,164900
8047,Skoda,Benzin,Automatisk,Fabia,53000,2017,110,5,7,21.3,9.4,196.0,1.154,660.0,191002.0,139800
16917,Dacia,Diesel,Manuel,Lodgy,62000,2017,90,5,5,25.0,12.4,169.0,1.213,2.18,181989.0,136180
9808,Seat,Diesel,Manuel,Leon,62000,2017,110,5,6,27.7,10.6,199.0,1.28,2.18,246690.0,169700
6640,Renault,Diesel,Manuel,Kadjar,53000,2017,110,5,6,26.3,11.9,182.0,1.355,3.26,272585.0,167000
13278,BMW,Diesel,Automatisk,420d,57000,2017,190,5,8,25.0,7.3,231.0,1.515,2.18,606018.0,279900
4562,Peugeot,Benzin,Manuel,2008,49000,2017,82,5,5,20.4,13.5,169.0,1.215,1.16,224990.0,140000
6647,Skoda,Benzin,Manuel,Citigo,118000,2017,60,5,5,24.4,14.4,161.0,940.0,660.0,84995.0,65000
6650,Ford,Diesel,Manuel,Grand,100000,2017,120,5,6,22.7,12.3,180.0,1.501,3.02,324128.0,169500
2884,BMW,Benzin,Automatisk,118i,45000,2017,136,5,8,19.6,8.7,210.0,1.395,1.28,359975.0,1545
6652,VW,Benzin,Automatisk,Golf,89000,2017,150,5,7,18.5,8.8,212.0,1.309,1.28,369598.0,289900
483,Land,Benzin,Automatisk,Rover,35000,2017,380,5,8,10.64,5.7,250.0,1.874,6.7,1500900.0,4800
19499,Porsche,Benzin,Automatisk,Macan,30000,2017,360,5,7,10.9,5.2,256.0,1.895,6.2,1346468.0,5799
4554,Citroën,Benzin,Manuel,C1,55000,2017,82,5,5,23.3,11.0,170.0,865.0,660.0,124236.0,64900
4552,Ford,Diesel,Automatisk,Mondeo,158000,2017,180,5,6,20.8,8.7,218.0,1.609,3.88,327619.0,119900
6660,BMW,Benzin,Automatisk,530e,65000,2017,252,4,8,28.8,6.2,235.0,1.77,660.0,783915.0,579900
6664,Skoda,Diesel,Automatisk,Octavia,428000,2017,110,5,7,26.3,11.1,191.0,1.342,2.18,282890.0,54900
3297,Renault,Benzin,Manuel,Captur,36000,2017,90,5,5,19.6,12.9,171.0,1.076,1.28,204488.0,129900
2687,Seat,Benzin,Automatisk,Ateca,69000,2017,150,5,7,18.2,8.6,198.0,1.264,1.78,401900.0,309309
6671,Audi,Diesel,Automatisk,A4,99000,2017,150,5,7,23.8,9.0,213.0,1.6,3.02,494965.0,259500
16969,Peugeot,Benzin,Manuel,308,71000,2017,130,5,6,21.7,10.0,205.0,1.42,660.0,271990.0,154900
8046,VW,Benzin,Automatisk,Polo,53000,2017,90,5,7,21.3,10.8,184.0,1.139,660.0,200612.0,154900
8043,Mercedes,Benzin,Automatisk,GLE63,59000,2017,557,5,7,8.4,4.3,250.0,2.35,9.8,2168595.0,10056
4556,Peugeot,Benzin,Manuel,108,24000,2017,69,5,5,26.3,14.3,157.0,860.0,1.0,93991.0,71000
19450,Toyota,Diesel,Manuel,ProAce,13000,2017,120,5,6,18.9,13.3,169.0,1.835,4.68,238441.0,139900
1972,Ford,Diesel,Automatisk,S-MAX,126000,2017,150,5,6,20.0,10.8,196.0,1.765,4.68,506408.0,235000
8525,VW,Diesel,Manuel,Golf,171000,2017,110,5,5,25.6,11.0,196.0,1.395,2.18,309990.0,139900
16849,BMW,Diesel,Automatisk,520d,114000,2017,190,5,8,22.2,7.8,225.0,1.635,3.88,447962.0,329900
13398,Opel,Diesel,Manuel,Astra,78000,2017,110,5,6,28.6,11.4,195.0,1.503,1.22,234747.0,136800
2682,Seat,Diesel,Manuel,Ateca,96000,2017,115,5,6,23.3,10.5,184.0,1.275,3.02,288775.0,229880
4606,Ford,Benzin,Manuel,Focus,70500,2017,125,5,6,21.3,11.0,195.0,1.18,660.0,265788.0,154500
13394,Dacia,Diesel,Manuel,Lodgy,103000,2017,90,5,5,25.0,12.4,169.0,1.28,2.18,173088.0,129900
16854,VW,Diesel,Manuel,Passat,90000,2017,120,5,6,24.4,10.2,200.0,1.37,3.02,262185.0,169900
1027,Peugeot,Diesel,Manuel,2008,74000,2017,100,5,5,28.6,11.3,183.0,1.33,1.22,199992.0,144500
8822,VW,Diesel,Manuel,Golf,228000,2017,110,5,5,25.6,11.0,196.0,1.395,2.18,309990.0,114900
16858,Audi,Benzin,Automatisk,SQ5,51000,2017,354,5,8,12.0,5.4,250.0,1.945,4.96,938615.0,4328
9179,Peugeot,Diesel,Manuel,2008,38000,2017,100,5,5,28.6,11.3,183.0,1.33,1.22,199992.0,149800
10724,Mini,Benzin,Automatisk,Cooper,51000,2017,192,2,6,17.9,7.1,228.0,1.27,1.88,397930.0,3495
1031,Kia,Diesel,Manuel,Ceed,70000,2017,136,5,6,25.6,10.5,194.0,1.332,2.18,248225.0,1799
4590,Skoda,Benzin,Automatisk,Fabia,17000,2017,110,5,7,21.3,9.6,199.0,1.078,660.0,201000.0,159321
4597,Mercedes,Diesel,Automatisk,C250,86000,2017,204,5,9,21.3,7.0,237.0,1.71,3.88,630398.0,369900
16872,Opel,Benzin,Manuel,Astra,58000,2017,150,5,6,20.4,8.9,215.0,1.437,1.16,241196.0,179900
8819,Volvo,Diesel,Automatisk,XC90,75000,2017,235,5,8,17.5,7.8,210.0,1.929,5.54,755457.0,499880
16877,VW,Benzin,Automatisk,Polo,123000,2017,150,5,7,21.3,7.8,220.0,1.238,660.0,259498.0,174900
3309,Nissan,Diesel,Automatisk,Qashqai,69000,2017,130,5,1,21.3,11.1,183.0,1.461,3.88,410990.0,219900
9818,Seat,Benzin,Automatisk,Leon,50000,2017,115,5,7,22.7,9.6,202.0,1.159,660.0,241900.0,179700
2246,Peugeot,Diesel,Manuel,2008,41000,2017,100,5,5,28.6,11.3,183.0,1.33,2.22,224991.0,144900
6620,Ford,Diesel,Automatisk,Focus,150000,2017,120,5,6,26.3,10.7,193.0,1.288,3.26,263508.0,159900
13336,Skoda,Benzin,Automatisk,Octavia,75000,2017,115,5,7,21.7,10.2,200.0,1.275,660.0,259890.0,189500
9817,Seat,Benzin,Manuel,Leon,48000,2017,110,5,6,20.4,10.3,191.0,1.254,660.0,224138.0,168700
16888,Land,Diesel,Automatisk,Rover,57000,2017,300,5,8,15.6,6.5,241.0,2.029,7.22,1711900.0,949800
10734,Peugeot,Diesel,Manuel,208,59000,2017,100,5,5,33.3,10.7,187.0,1.265,260.0,154990.0,114880
3660,Hyundai,Benzin,Manuel,i20,88000,2017,100,5,5,22.2,10.9,176.0,1.181,660.0,184490.0,109900
6607,BMW,Benzin,Automatisk,330e,99000,2017,252,4,8,32.2,6.1,225.0,1.635,660.0,487775.0,309900
4662,Hyundai,Benzin,Manuel,i30,41000,2017,120,5,6,20.0,11.1,190.0,1.342,1.16,226067.0,149900
3315,Renault,Benzin,Manuel,Captur,35000,2017,90,5,5,19.6,12.9,171.0,1.076,1.28,187468.0,129800
13529,Skoda,Benzin,Manuel,Fabia,53000,2017,90,5,5,21.3,11.0,185.0,1.033,660.0,171820.0,129900
1644,VW,Benzin,Automatisk,Golf,73000,2017,125,5,7,19.6,9.5,205.0,1.338,1.78,274645.0,209800
18830,Porsche,Benzin,Automatisk,Macan,59000,2017,400,5,7,10.9,4.8,266.0,1.925,6.2,1583410.0,6999
523,Porsche,Benzin,Automatisk,Macan,30000,2017,340,5,7,11.1,5.4,254.0,1.865,6.08,1140248.0,5295
968,Skoda,Benzin,Automatisk,Superb,153000,2017,150,5,7,19.6,8.9,218.0,1.345,1.28,440000.0,249800
9335,Ford,Benzin,Automatisk,Focus,22000,2017,125,5,6,18.2,11.0,193.0,1.327,1.78,289438.0,199900
13714,BMW,El,Automatisk,i3,37000,2017,170,5,1,72.4,7.3,150.0,1.22,660.0,296777.0,209800
3329,VW,Benzin,Automatisk,Golf,93000,2017,150,5,7,19.6,8.6,218.0,1.368,1.28,350815.0,229800
8131,BMW,Diesel,Manuel,X1,97000,2017,150,5,6,24.4,9.2,205.0,1.405,3.02,436695.0,249880
16281,Skoda,Benzin,Manuel,Fabia,79000,2017,90,5,5,21.3,11.0,185.0,1.033,660.0,171820.0,129900
971,Peugeot,Diesel,Manuel,208,60000,2017,100,5,5,33.3,10.7,187.0,1.265,1.18,139992.0,101000
19411,BMW,Diesel,Automatisk,X3,87000,2017,190,5,8,19.2,8.1,210.0,1.7,4.68,701718.0,2995
8129,VW,Benzin,Automatisk,Passat,110000,2017,150,5,7,19.6,8.6,218.0,1.453,1.28,398698.0,229880
10623,VW,Benzin,Manuel,Polo,98000,2017,110,5,6,20.8,9.3,196.0,1.135,660.0,200625.0,139900
975,Ford,Diesel,Automatisk,Focus,212000,2017,120,5,6,26.3,10.5,195.0,1.264,2.18,268578.0,129900
6421,VW,Diesel,Automatisk,Passat,75000,2017,240,5,7,18.2,6.3,238.0,1.635,5.54,547193.0,3167
16595,Nissan,Benzin,Manuel,Micra,55000,2017,80,5,5,20.0,13.7,170.0,925.0,660.0,110811.0,66900
19412,BMW,Diesel,Automatisk,X3,87000,2017,190,5,8,19.2,8.1,210.0,1.7,4.68,701718.0,459800
3628,Renault,Diesel,Manuel,Captur,81000,2017,90,5,5,27.8,13.1,171.0,1.145,2.18,145574.0,59700
16610,VW,Benzin,Automatisk,Golf,59000,2017,150,5,7,19.6,5.8,216.0,1.28,1.28,272425.0,219900
16616,Renault,Diesel,Manuel,Talisman,154000,2017,130,5,6,25.0,10.8,205.0,1.491,2.18,346595.0,159900
9886,Opel,Benzin,Automatisk,Astra,41000,2017,105,5,5,22.7,12.7,200.0,1.173,660.0,218823.0,168700
13676,Volvo,Diesel,Automatisk,V60,96000,2017,190,5,8,23.3,7.7,225.0,1.508,3.02,590000.0,289900
16638,BMW,Diesel,Automatisk,320d,137000,2017,190,5,8,24.4,7.4,226.0,1.475,3.52,571608.0,259800
9884,Mercedes,Diesel,Automatisk,C220,157000,2017,170,5,7,22.7,7.6,229.0,1.515,3.02,377625.0,219900
2274,Opel,Diesel,Manuel,Corsa,70000,2017,95,5,5,31.3,11.9,182.0,1.237,1.22,184637.0,94900
6434,Renault,Diesel,Manuel,Megane,126000,2017,110,5,6,28.6,11.6,188.0,1.287,2.22,242147.0,149999
6420,VW,Diesel,Automatisk,Passat,75000,2017,240,5,7,18.2,6.3,238.0,1.635,5.54,547193.0,399900
8083,Kia,Benzin,Manuel,Rio,23000,2017,100,5,5,22.2,10.7,188.0,1.042,1.08,197638.0,154900
532,Nissan,Benzin,Manuel,Qashqai,43000,2017,115,5,6,17.9,10.6,185.0,1.318,1.88,243990.0,169900
13748,Nissan,Diesel,Manuel,Qashqai,178000,2017,110,5,6,26.3,12.4,180.0,1.285,2.18,266898.0,127900
19387,Suzuki,Benzin,Manuel,Baleno,49000,2017,90,5,5,23.8,12.3,180.0,840.0,660.0,158989.0,109800
10604,VW,Diesel,Automatisk,Passat,76000,2017,190,5,6,21.7,7.9,233.0,1.581,4.38,518838.0,334334
4812,BMW,Diesel,Automatisk,530d,90000,2017,265,5,8,21.3,5.8,250.0,1.725,3.88,746395.0,519900
3340,Renault,Diesel,Manuel,Clio,57000,2017,90,5,5,31.3,12.0,180.0,1.157,2.22,192719.0,114900
2295,Volvo,Diesel,Automatisk,XC60,100000,2017,190,5,8,21.3,8.1,210.0,1.628,4.38,664985.0,419880
3620,VW,Benzin,Automatisk,Passat,113000,2017,150,5,7,19.6,8.6,218.0,1.453,1.28,398698.0,244900
4804,Ford,Diesel,Automatisk,Mondeo,120000,2017,180,5,6,20.8,8.7,218.0,1.509,3.88,510098.0,214800
10613,BMW,Diesel,Automatisk,530d,100000,2017,265,5,8,18.9,5.6,250.0,1.775,5.18,810195.0,3687
4801,Renault,Benzin,Manuel,Captur,12000,2017,90,5,5,19.6,13.0,171.0,1.148,1.28,194601.0,144900
16524,Mazda,Benzin,Manuel,MX-5,31000,2017,131,2,6,16.7,8.3,204.0,950.0,1.88,285267.0,239800
4797,Ford,Benzin,Manuel,Fiesta,53000,2017,140,5,5,22.2,9.0,201.0,1.091,660.0,173978.0,134800
16527,Opel,Benzin,Manuel,Astra,68000,2017,150,5,6,20.4,8.5,215.0,1.203,660.0,232315.0,159800
16550,Suzuki,Benzin,Manuel,Celerio,18000,2017,68,5,5,23.3,13.0,155.0,910.0,660.0,105988.0,69900
2285,Peugeot,Diesel,Manuel,208,73000,2017,100,5,5,33.3,10.7,187.0,1.265,1.18,139992.0,99000
2636,BMW,Diesel,Automatisk,X6,97000,2017,381,5,8,15.2,5.2,250.0,2.16,7.22,1777795.0,3995
13771,VW,Diesel,Automatisk,Touran,160000,2017,150,5,6,21.3,9.3,208.0,1.471,3.88,298023.0,219900
3622,Renault,Diesel,Manuel,Captur,81000,2017,90,5,5,27.8,13.1,171.0,1.145,2.18,202420.0,59700
6372,Volvo,Diesel,Automatisk,XC60,195000,2017,150,5,6,21.3,10.0,190.0,1.628,3.88,621985.0,279900
13768,Ford,Diesel,Automatisk,Mondeo,56000,2017,210,5,6,19.2,8.1,229.0,1.619,5.18,605550.0,319900
16534,Peugeot,Diesel,Manuel,2008,85000,2017,100,5,5,28.6,11.3,183.0,1.33,1.22,199992.0,142500
13765,VW,Diesel,Automatisk,Passat,149000,2017,190,5,6,21.7,7.9,233.0,1.581,3.88,458593.0,229900
4793,Peugeot,Diesel,Manuel,2008,73000,2017,100,5,5,28.6,11.3,183.0,1.33,1.22,179990.0,124500
6378,Nissan,Benzin,Manuel,Note,75000,2017,80,5,5,21.3,13.7,168.0,1.036,660.0,158391.0,89900
4790,Skoda,Benzin,Automatisk,Octavia,45000,2017,115,5,7,22.2,10.0,202.0,1.25,660.0,244890.0,179900
13754,Ford,Diesel,Automatisk,Focus,95000,2017,150,5,6,22.7,9.7,205.0,1.655,3.02,349478.0,159900
19396,Audi,Benzin,Automatisk,A3,34000,2017,150,5,7,20.4,8.2,220.0,1.215,660.0,322979.0,264900
2635,BMW,Diesel,Automatisk,X6,97000,2017,381,5,8,15.2,5.2,250.0,2.16,7.22,1777795.0,999800
10603,VW,Diesel,Automatisk,Passat,76000,2017,190,5,6,21.7,7.9,233.0,1.581,4.38,518838.0,1999
2876,BMW,Diesel,Automatisk,320d,137000,2017,190,5,8,24.4,7.4,226.0,1.475,3.02,366808.0,179900
16659,Renault,Diesel,Manuel,Megane,4000,2017,110,5,6,30.3,11.3,188.0,1.18,1.22,253090.0,169800
13594,Audi,Diesel,Automatisk,A6,142000,2017,190,5,7,22.7,8.5,226.0,1.8,3.02,607853.0,324900
13593,Audi,Diesel,Automatisk,A6,142000,2017,190,5,7,22.7,8.5,226.0,1.8,3.02,607853.0,1595
6492,Hyundai,Benzin,Manuel,i30,28000,2017,120,5,6,20.4,11.1,190.0,1.342,660.0,193823.0,144900
4677,Fiat,Benzin,Manuel,500,58000,2017,105,3,6,23.8,10.0,188.0,815.0,660.0,188938.0,104900
4675,Opel,Diesel,Manuel,Astra,79000,2017,110,5,6,28.6,11.4,195.0,1.503,1.22,234747.0,135000
1548,Seat,Benzin,Automatisk,Leon,38500,2017,110,5,7,20.4,10.2,191.0,1.235,1.16,229290.0,179700
6494,Citroën,Diesel,Manuel,Grand,177000,2017,120,5,6,25.0,13.6,189.0,1.625,2.18,199789.0,74800
6495,Renault,Diesel,Automatisk,Kadjar,38000,2017,110,5,6,26.3,11.7,181.0,1.382,2.18,296265.0,199900
6500,Kia,Benzin,Manuel,Ceed,54000,2017,120,5,6,19.2,11.4,187.0,1.254,1.28,221101.0,169900
9851,Toyota,Benzin,Manuel,Aygo,77000,2017,69,5,5,26.3,14.0,157.0,880.0,660.0,109995.0,79800
19438,Audi,Diesel,Automatisk,Q3,66000,2017,150,5,7,20.8,9.3,204.0,1.59,3.88,478090.0,298880
9846,Renault,Diesel,Manuel,Megane,86700,2017,110,5,6,28.6,11.6,188.0,1.287,1.22,242147.0,139700
997,Ford,Diesel,Automatisk,Ranger,80000,2017,200,4,6,11.4,10.4,175.0,2.001,11.48,359910.0,279900
18794,Mercedes,Diesel,Automatisk,GLC220,61000,2017,170,5,9,20.0,8.3,210.0,1.845,5.18,660498.0,3742
13564,Ford,Diesel,Automatisk,Mondeo,102000,2017,180,5,6,21.7,8.6,223.0,1.489,3.88,494520.0,229900
2661,Audi,Diesel,Automatisk,Q5,199000,2017,190,5,7,20.8,8.7,211.0,1.745,3.88,663985.0,299900
16743,VW,Diesel,Automatisk,Passat,115000,2017,150,5,6,22.2,8.9,216.0,1.541,3.88,485588.0,249900
18793,Mercedes,Diesel,Automatisk,GLC220,61000,2017,170,5,9,20.0,8.3,210.0,1.845,5.18,660498.0,250000
16747,Audi,Diesel,Manuel,A4,84000,2017,190,5,6,22.7,7.9,235.0,1.49,3.02,509858.0,289900
